0.125,0,59,0,False,3,1.84057971014493,True
0,0,8,0,False,1,0.898550724637681,False
0.0526315789473684,0,60,0,True,2,2.10144927536232,True
0,0,6,0,False,1,0.579710144927536,False
0,1,22,0,True,0,1.91304347826087,False
0.0625,2,60,0,False,3,1.8695652173913,True
0.25,2,26,0,False,2,0.478260869565217,True
0.2,1,30,0,False,1,0.449275362318841,True
0,2,8,0,False,1,0.376811594202899,False
0.0833333333333333,3,36,2,False,3,1.02898550724638,False
0.05,7,55,0,False,1,2.02898550724638,True
0.125,7,38,0,False,2,0.695652173913043,True
0,1,9,0,False,0,0.492753623188406,False
0,1,42,0,False,3,2.65217391304348,False
0.2,3,31,0,False,1,0.63768115942029,True
0.0769230769230769,3,40,0,False,1,1.44927536231884,False
0.4,2,27,0,False,1,0.478260869565217,True
0.25,2,25,0,False,1,0.434782608695652,False
0.1,1,35,0,False,3,1.20289855072464,False
0,0,9,0,False,0,1.11594202898551,False
0.0909090909090909,7,45,0,False,2,1.04347826086957,True
0.0666666666666667,10,51,0,False,5,1.44927536231884,True
0.5,3,24,0,False,1,0.188405797101449,True
0,0,15,0,False,1,0.463768115942029,False
0,0,9,0,False,0,1.01449275362319,False
0.111111111111111,1,35,0,False,1,0.855072463768116,False
0.125,2,30,0,False,1,0.72463768115942,False
0.166666666666667,2,27,0,True,1,0.434782608695652,False
0.2,1,30,0,False,2,0.478260869565217,True
0,1,19,0,False,1,0.550724637681159,False
0,1,21,0,True,1,0.91304347826087,False
0,0,10,0,False,0,1.36231884057971,False
