0,2,35,0,True,3,1.29032258064516,True
0,4,23,0,False,1,0.854838709677419,True
0,3,35,0,False,3,1.32258064516129,False
0,1,15,0,False,2,0.887096774193548,False
0.181818181818182,0,26,0,False,2,1.33870967741935,False
0,1,25,0,True,1,1.14516129032258,False
0,2,16,0,False,1,0.612903225806452,True
0.166666666666667,2,26,0,False,3,0.741935483870968,True
0,1,19,0,False,1,0.661290322580645,False
0.1,3,20,0,False,4,1.08064516129032,False
0.111111111111111,4,29,0,False,3,0.919354838709677,True
0,2,31,0,False,4,1.01612903225806,True
0,1,20,0,False,4,1.01612903225806,False
0,1,12,0,False,1,0.370967741935484,False
0.111111111111111,1,20,0,True,1,0.854838709677419,True
0.111111111111111,2,25,0,False,1,1.12903225806452,False
0.0833333333333333,2,31,0,True,3,1.35483870967742,True
0,0,12,0,False,1,0.790322580645161,False
0,0,19,0,False,3,1.67741935483871,False
